property_id,property_name,city,property_type,max_guests,bedrooms,beds,bathrooms,living_room,kitchen,balcony,terrace,ac,wifi,parking,pool,tv,workspace,washing_machine,fridge,microwave,power_backup,price_per_night,price_3hr,price_6hr,price_9hr,cleaning_fee,service_fee_percent,estimated_total_1_night,estimated_total_3hr,estimated_total_6hr,estimated_total_9hr,rating,review_count,verified,available,available_from,available_to,hairdryer,heating,iron,hot_tub,ev_charger,breakfast,gym,bbq_grill,self_check_in,instant_book,free_cancellation,allows_pets,smoke_alarm,carbon_monoxide_alarm,step_free_access,accessible_parking,wide_guest_entry,step_free_bedroom,step_free_bathroom,host_languages,verification_score,verification_status
VST078,Heritage Home Suites 078,Jodhpur,Villa,4,3,3,2,1,1,0,0,1,1,1,1,1,1,1,1,0,1,4500,1250,2150,2900,350,8,5210,1700,2672,3482,4.6,180,1,0,2026-10-13,2027-01-27,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,"English,Hindi,Punjabi",1.0,Verified
VST079,Premium Residence Suites 079,Kochi,Homestay,4,2,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,3300,900,1600,2150,250,8,3814,1222,1978,2572,4.4,19,1,1,2026-10-15,2027-01-30,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,"English,Hindi",1.0,Verified
VST080,Hill View Suites 080,Mysuru,Studio,4,1,3,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,2200,700,1050,1450,200,8,2576,956,1334,1766,4.1,48,0,1,2026-10-17,2027-02-02,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"English,Hindi,Bengali",0.6,Needs  Review
VST081,Urban Comfort Nest 081,Delhi,Entire Home,5,4,4,2,1,1,0,1,1,1,1,0,0,1,1,1,0,1,5100,1450,2450,3300,400,8,5908,1966,3046,3964,4.7,77,1,1,2026-10-19,2027-02-05,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,"English,Hindi,Marathi",1.0,Verified
VST082,Green Garden Nest 082,Mumbai,Apartment,5,3,4,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,5200,1450,2500,3400,400,8,6016,1966,3100,4072,4.5,106,1,1,2026-10-21,2027-02-08,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,"English,Hindi,Tamil",1.0,Verified
VST083,City View Nest 083,Bengaluru,Villa,5,2,4,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,5400,1500,2600,3500,450,8,6282,2070,3258,4230,4.2,135,1,1,2026-10-23,2027-02-11,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,"English,Hindi,Telugu",1.0,Verified
VST084,Family Stay Nest 084,Jaipur,Homestay,2,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,2200,700,1050,1450,200,8,2576,956,1334,1766,4.8,164,1,1,2026-10-25,2027-02-14,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,"English,Hindi,Punjabi",1.0,Verified
VST085,Lake View Nest 085,Goa,Studio,6,4,5,2,0,0,1,0,1,1,1,1,1,0,1,0,0,1,4600,1300,2200,3000,350,8,5318,1754,2726,3590,4.5,193,1,1,2026-10-27,2027-02-17,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"English,Hindi",0.7,Needs  Review
VST086,Modern Retreat Nest 086,Varanasi,Entire Home,6,3,5,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3500,1000,1700,2300,300,8,4080,1380,2136,2784,4.3,32,1,1,2026-10-29,2027-02-20,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,"English,Hindi,Bengali",1.0,Verified
VST087,Cozy Corner Nest 087,Manali,Apartment,3,2,2,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3400,950,1650,2200,250,8,3922,1276,2032,2626,4.9,61,1,1,2026-10-31,2027-02-23,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,"English,Hindi,Marathi",1.0,Verified
VST088,Heritage Home Nest 088,Hyderabad,Villa,3,1,2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,3900,1100,1850,2550,300,8,4512,1488,2298,3054,4.6,90,0,1,2026-11-02,2027-02-26,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,"English,Hindi,Tamil",0.6,Needs  Review
VST089,Premium Residence Nest 089,Kolkata,Homestay,7,4,6,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3000,850,1450,1950,250,8,3490,1168,1816,2356,4.4,119,1,1,2026-11-04,2027-03-01,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,"English,Hindi,Telugu",1.0,Verified
VST090,Hill View Nest 090,Agra,Studio,4,3,3,2,0,1,0,0,1,1,1,0,0,0,1,1,0,1,2300,700,1100,1500,200,8,2684,956,1388,1820,4.1,148,1,1,2026-09-22,2027-01-18,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,"English,Hindi,Punjabi",1.0,Verified
VST091,Urban Comfort Haven 091,Udaipur,Entire Home,4,2,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,4900,1350,2350,3200,400,8,5692,1858,2938,3856,4.7,177,1,0,2026-09-24,2027-01-21,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,"English,Hindi",1.0,Verified
VST092,Green Garden Haven 092,Pune,Apartment,4,1,3,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,2700,750,1300,1750,200,8,3116,1010,1604,2090,4.5,16,1,1,2026-09-26,2027-01-24,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,"English,Hindi,Bengali",1.0,Verified
VST093,City View Haven 093,Chennai,Villa,5,4,4,2,1,1,0,1,1,1,1,0,1,1,1,1,0,1,5100,1450,2450,3300,400,8,5908,1966,3046,3964,4.2,45,1,1,2026-09-28,2026-12-27,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,"English,Hindi,Marathi",1.0,Verified
VST094,Family Stay Haven 094,Rishikesh,Homestay,5,3,4,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2600,750,1250,1700,200,8,3008,1010,1550,2036,4.8,74,1,1,2026-09-30,2026-12-30,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,"English,Hindi,Tamil",1.0,Verified
VST095,Lake View Haven 095,Ayodhya,Studio,5,2,4,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,2000,700,1000,1300,150,8,2310,906,1230,1554,4.5,103,1,1,2026-10-02,2027-01-02,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"English,Hindi,Telugu",0.7,Needs  Review
VST096,Modern Retreat Haven 096,Amritsar,Entire Home,2,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,3000,850,1450,1950,250,8,3490,1168,1816,2356,4.3,132,0,1,2026-10-04,2027-01-05,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,"English,Hindi,Punjabi",0.6,Needs  Review
VST097,Cozy Corner Haven 097,Shimla,Apartment,6,4,5,2,1,1,1,0,0,1,1,0,1,1,1,1,1,1,4600,1300,2200,3000,350,8,5318,1754,2726,3590,4.9,161,1,1,2026-10-06,2027-01-08,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,"English,Hindi",1.0,Verified
VST098,Heritage Home Haven 098,Jodhpur,Villa,6,3,5,2,1,1,1,0,1,1,1,1,1,1,1,1,1,0,4400,1250,2100,2850,350,8,5102,1700,2618,3428,4.6,190,1,1,2026-10-08,2027-01-11,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,"English,Hindi,Bengali",1.0,Verified
VST099,Premium Residence Haven 099,Kochi,Homestay,3,2,2,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,3200,900,1550,2100,250,8,3706,1222,1924,2518,4.4,29,1,1,2026-10-10,2027-01-14,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,"English,Hindi,Marathi",1.0,Verified
VST100,Hill View Haven 100,Mysuru,Studio,3,1,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,2200,700,1050,1450,200,8,2576,956,1334,1766,4.1,58,1,1,2026-10-12,2027-01-17,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,"English,Hindi,Tamil",1.0,Verified
